rank,ID,name,year,mechanics,families,categories,n.ratings,rating,bayes.rating,owned,min_players,max_players,play_time,min_play_time,max_play_time,one.player,two.players,three.players,four.players,many.players,age,language,n.weight,weight
710,29934,amyitis,2007,Area Control / Area Influence,Ystari originals,Ancient,2642,6.99319,6.59685,3348,2,4,120,60,120,0|0|24,5|43|8,42|18|1,18|36|3,0|0|18,0|0|0|0|0|0|3|9|1,30|0|0|0|0,0,3
711,103,titan,1980,Dice Rolling|Player Elimination|Roll / Spin and Move|Secret Unit Deployment|Set Collection,Valley Games Classic Line,Fantasy|Fighting,3584,6.96243,6.59622,5029,2,6,240,30,240,1|4|69,53|47|11,27|63|5,52|43|6,NA,0|0|0|0|0|0|4|5|5,15|3|3|0|1,0,3
712,159109,xenoshyft-onslaught,2015,Card Drafting|Co-operative Play|Deck / Pool Building|Variable Player Powers|Worker Placement,Crowdfunding: Kickstarter|Solitaire Games,Card Game|Horror|Science Fiction,2049,7.14577,6.59535,3737,1,4,60,30,60,12|18|8,21|16|1,19|17|6,7|9|23,1|1|25,0|0|0|0|0|0|2|6|1,0|0|2|12|0,0,2
713,175199,mottainai,2015,Card Drafting|Hand Management|Set Collection|Variable Phase Order,Tableau Building,Card Game,2105,7.08229,6.59494,4397,2,5,30,15,30,0|1|29,36|11|2,14|26|1,0|19|17,NA,0|0|0|0|0|0|1|2|1,0|0|1|9|0,0,2
714,902,meuterer,2000,Card Drafting|Hand Management|Modular Board|Point to Point Movement,Admin: Better Description Needed!|Colonial Theme,Card Game|Fighting|Nautical|Pirates,3007,6.94488,6.59448,5156,3,4,60,60,60,0|0|41,0|0|44,1|13|49,80|9|0,0|1|34,0|0|0|0|0|2|7|5|0,24|10|0|0|0,0,2
715,17405,1846-race-midwest,2005,Route/Network Building|Stock Holding|Tile Placement,18xx|Admin: Better Description Needed!|Country: USA,Economic|Trains,688,8.09658,6.5941,1412,3,5,240,240,240,0|1|13,1|6|7,7|13|0,17|5|0,NA,0|0|0|0|0|0|0|3|4,0|7|1|0|0,0,4
716,123499,city-iron,2013,Action Point Allowance System|Area Control / Area Influence|Card Drafting|Deck / Pool Building|Hand Management|Variable Player Powers,Admin: Better Description Needed!|Arzium Setting|Crowdfunding: Kickstarter|Steampunk,Card Game|City Building|Civilization|Economic|Fantasy,1421,7.34985,6.59252,2094,2,4,120,120,120,0|0|17,5|11|11,5|19|1,15|11|2,0|1|7,0|0|0|0|0|0|0|1|1,0|5|4|0|0,0,3
717,9203,wings-war-famous-aces,2004,Action / Movement Programming|Player Elimination|Simulation|Simultaneous Action Selection,Cities: Lugo di Romagna|Wings of Glory / Wings of War,Aviation / Flight|Card Game|Wargame|World War I,4395,6.87328,6.59125,5295,2,4,30,30,30,1|1|18,10|18|2,1|17|6,22|6|0,13|10|2,0|0|0|0|1|9|1|1|0,17|0|0|0|0,0,1
718,194879,not-alone,2016,Action / Movement Programming|Deck / Pool Building|Hand Management,"",Bluffing|Card Game|Science Fiction,1805,7.26378,6.59002,2809,2,7,45,30,45,0|0|17,3|3|14,1|12|3,12|8|0,NA,0|0|0|0|0|1|2|2|0,0|0|6|1|0,0,1
719,33604,say-anything,2008,Betting/Wagering|Paper-and-Pencil,Say Anything,Humor|Party Game,4472,6.83414,6.58838,7127,3,8,30,30,30,0|0|37,0|0|38,0|8|31,3|26|6,NA,0|0|0|2|3|3|4|8|2,0|0|0|16|1,0,1
720,206718,ethnos,2017,Area Control / Area Influence|Card Drafting|Set Collection,"",Fantasy,913,7.76906,6.58825,1705,2,6,60,45,60,0|0|12,0|9|7,0|13|4,13|6|0,NA,0|0|0|0|0|1|3|0|0,0|1|0|0|0,0,2
721,183840,oh-my-goods,2015,Action / Movement Programming|Hand Management|Press Your Luck|Set Collection,Admin: Better Description Needed!,Card Game|Economic|Medieval,2995,6.95703,6.58643,5960,2,4,30,30,30,0|7|11,14|11|0,8|11|0,3|12|3,0|0|10,0|0|0|0|0|0|6|1|0,8|0|0|0|0,0,2
722,152470,fief-france-1429,2015,Area Control / Area Influence|Dice Rolling|Partnerships|Trading|Voting,Crowdfunding: Giochistarter|Crowdfunding: Kickstarter|Crowdfunding: Spieleschmiede,Medieval|Negotiation|Political|Territory Building,1320,7.49134,6.58599,3001,3,6,240,120,240,1|0|33,0|0|33,1|5|29,6|28|11,NA,0|0|0|0|0|0|1|9|4,15|2|1|1|0,0,3
723,134352,two-rooms-and-boom,2013,Acting|Partnerships|Variable Player Powers|Voting,Crowdfunding: Kickstarter|Werewolf / Mafia,Bluffing|Deduction|Negotiation|Party Game|Spies/Secret Agents,2349,7.07573,6.58573,4067,6,30,15,15,15,0|0|28,0|0|28,0|0|28,0|0|28,NA,0|0|0|0|0|0|3|4|0,1|6|0|0|0,0,1
724,10640,doom-boardgame,2004,Dice Rolling|Modular Board|Partnerships|Variable Player Powers,Campaign Games|Doom,Dice|Exploration|Fighting|Horror|Miniatures|Science Fiction|Video Game Theme,4618,6.90507,6.58479,6118,2,4,180,180,180,0|0|48,10|45|18,20|54|4,61|19|0,1|12|26,1|0|0|0|1|1|3|15|6,0|2|24|11|0,0,2
725,72991,asara,2010,Hand Management|Pattern Building|Worker Placement,"",Fantasy|Medieval,2177,7.05078,6.58465,2875,2,4,45,45,45,0|0|24,4|20|14,11|26|0,29|11|1,0|0|16,0|0|1|0|0|3|10|0|0,23|0|0|0|0,0,2
726,15,cosmic-encounter,1977,Hand Management|Variable Player Powers,Admin: Better Description Needed!|Cosmic Encounter,Bluffing|Negotiation|Science Fiction,3641,6.93341,6.58461,4008,2,6,90,90,90,0|0|39,0|4|36,1|20|22,36|17|1,NA,0|0|0|0|1|4|3|5|0,0|1|7|5|0,0,2
727,16992,tsuro,2004,Hand Management|Player Elimination|Route/Network Building|Tile Placement,Animals: Dragons|Asian Theme,Abstract Strategy|Fantasy,15548,6.68937,6.58193,21079,2,8,15,15,15,2|5|103,13|69|73,22|99|23,89|68|4,NA,0|2|6|18|32|14|2|0|0,63|0|0|0|0,0,1
728,131014,carcassonne-winter-edition,2012,Area Control / Area Influence|Tile Placement,Carcassonne,City Building|Medieval,1151,7.51806,6.58182,2370,2,5,40,40,40,0|0|10,15|4|0,4|14|0,6|10|0,NA,0|0|0|0|3|3|0|0|0,7|0|0|0|0,0,1
729,176544,automania,2015,Tile Placement|Variable Player Powers|Worker Placement,Automotive|Crowdfunding: Kickstarter,Economic|Industry / Manufacturing,1194,7.45966,6.58167,1742,2,4,90,60,90,0|1|9,1|11|3,3|15|0,18|1|0,0|0|8,0|0|0|0|0|0|2|3|0,7|0|0|0|0,0,2
730,10,elfenland,1998,Card Drafting|Hand Management|Point to Point Movement|Route/Network Building,"Elfen Travel|Fairies, Elves and Pixies",Fantasy|Travel,6793,6.7471,6.58135,7885,2,6,60,60,60,0|0|55,2|19|52,10|44|17,47|35|1,NA,0|0|0|1|6|14|10|0|0,32|0|0|0|0,0,2
731,160902,dungeons-dragons-dice-masters-battle-faerun,2015,Deck / Pool Building|Dice Rolling|Variable Player Powers,Animals: Dragons|CDGs (Collectible Dice Games)|Dice Masters|Dungeons & Dragons|Quarriors Pool Building system,Collectible Components|Dice|Fantasy|Fighting,1187,7.46028,6.58122,3140,2,2,60,60,0,0|1|9,14|1|0,NA,NA,NA,0|0|0|1|0|1|3|4|2,0|0|1|11|0,0,2
732,176229,tides-time,2015,Card Drafting|Set Collection,"",Ancient|Card Game,4227,6.82826,6.57942,7363,2,2,20,15,20,1|0|11,19|0|1,NA,NA,NA,0|0|0|0|0|3|6|0|0,2|10|1|0|0,0,1
733,156091,sons-anarchy-men-mayhem,2014,Action Point Allowance System|Area Control / Area Influence|Auction/Bidding|Commodity Speculation|Dice Rolling|Modular Board|Player Elimination|Trading|Variable Player Powers|Worker Placement,"",Mafia|Movies / TV / Radio theme|Negotiation|Territory Building,1373,7.40271,6.5794,3153,3,4,60,60,60,0|2|17,0|3|18,4|19|0,24|6|0,6|7|4,0|0|0|0|0|0|1|1|5,0|7|1|2|0,0,2
734,35052,axis-allies-anniversary-edition,2008,Area Control / Area Influence|Area Movement|Dice Rolling|Partnerships,Axis & Allies|Components: Miniatures,Wargame|World War II,1704,7.34629,6.57846,1971,2,6,360,360,360,1|2|58,29|36|12,6|43|18,28|41|5,NA,1|0|0|0|0|1|9|11|9,1|19|3|2|1,0,3
735,58936,wars-roses-lancaster-vs-york,2010,Action / Movement Programming|Area Control / Area Influence|Area Movement|Card Drafting|Partnerships|Secret Unit Deployment|Simultaneous Action Selection,Country: England|Wars of the Roses,Civil War|Medieval|Political|Wargame,1332,7.34788,6.5777,1624,2,4,180,180,180,0|0|35,5|19|13,1|22|15,60|8|0,1|0|26,0|0|0|0|0|0|3|7|8,8|12|0|0|0,0,3
736,200077,mint-works,2017,Worker Placement,Crowdfunding: Kickstarter,Economic|Industry / Manufacturing,1394,7.40148,6.57765,3365,1,4,20,10,20,6|20|3,17|14|2,12|19|1,8|19|2,0|0|16,0|0|0|0|2|2|3|1|0,0|4|0|0|0,0,1
737,125548,pixel-tactics,2012,Card Drafting|Hand Management|Variable Player Powers,Level 99 Games Minigame Library|Pixel Tactics|World of Indines,Card Game|Fantasy|Fighting|Video Game Theme,2089,7.10944,6.57685,4609,2,2,30,30,30,0|2|14,20|2|0,NA,NA,NA,0|0|0|0|0|2|0|5|1,0|1|2|9|0,0,2
738,152,mu-more,1995,Partnerships|Trick-taking,"",Card Game|Game System,1722,7.17945,6.5767,2790,2,8,60,60,60,0|0|21,0|3|20,2|6|20,8|19|6,NA,0|0|0|0|1|2|0|5|1,11|1|0|0|0,0,2
739,129051,le-havre-inland-port,2012,Action Point Allowance System,Le Havre|Lookout Games Fur Zwei Spieler Series,Economic|Industry / Manufacturing,2425,6.99877,6.57658,4120,2,2,30,30,30,1|0|12,18|1|0,NA,NA,NA,0|0|0|0|0|0|1|5|1,10|1|0|0|0,0,2
740,122294,ascension-immortal-heroes,2012,Card Drafting|Deck / Pool Building|Hand Management,Ascension Deck Building Game|Solitaire Games,Card Game|Fantasy,1220,7.46732,6.57655,2442,1,2,30,30,30,0|1|8,10|1|0,NA,NA,NA,0|0|0|0|0|0|2|2|1,0|1|3|4|0,0,2
741,354,sticheln,1993,Hand Management|Simultaneous Action Selection|Trick-taking,"",Card Game,2272,7.02633,6.57639,2862,3,8,60,60,60,0|0|20,0|1|22,20|16|6,20|15|3,NA,0|0|0|0|0|2|4|2|0,14|0|0|0|0,0,1
742,150312,welcome-dungeon,2013,Memory|Player Elimination|Press Your Luck,IELLO: Mini Games,Bluffing|Card Game|Fantasy|Fighting,5981,6.76517,6.57563,10700,2,4,30,30,30,0|0|43,11|41|13,40|20|1,23|29|6,0|5|33,0|0|0|0|0|13|7|0|0,1|16|1|0|0,0,1
743,157809,nations-dice-game,2014,Dice Rolling,Nations|Solitaire Games,Civilization|Dice,2786,6.93747,6.57548,2674,1,4,40,20,40,2|24|6,13|24|1,13|21|2,19|11|4,0|0|12,0|0|0|0|0|3|8|2|0,16|2|0|0|0,0,2
744,203427,fabled-fruit,2016,Set Collection|Worker Placement,"",Animals|Card Game,1607,7.2192,6.57505,2504,2,5,30,20,30,0|0|17,0|15|14,6|23|1,20|5|1,NA,0|0|0|0|1|9|0|0|0,0|0|4|1|0,0,1
745,179275,one-deck-dungeon,2016,Co-operative Play|Deck / Pool Building|Dice Rolling,Solitaire Games,Card Game|Dice|Fantasy|Medieval|Video Game Theme,1256,7.53971,6.57494,3345,1,2,45,30,45,25|9|1,8|19|6,NA,NA,NA,0|0|0|0|1|4|1|2|0,0|0|3|0|0,0,2
746,13780,shadow-emperor,2004,Area Control / Area Influence|Card Drafting|Voting,Country: Holy Roman Empire,Medieval|Political,2716,6.94199,6.5743,3716,2,4,90,90,90,0|0|66,1|10|84,2|35|50,109|5|1,1|1|53,0|0|0|0|0|0|0|8|9,22|4|0|0|0,0,3
747,7480,sword-rome,2004,Campaign / Battle Card Driven|Dice Rolling|Point to Point Movement|Variable Player Powers,Ancient Rome|Country: Italy,Ancient|Political|Territory Building|Wargame,1383,7.32755,6.57362,2423,2,5,360,360,360,0|0|21,0|3|19,0|11|17,31|7|0,NA,0|0|0|0|0|0|0|4|6,0|0|3|9|0,0,3
748,13884,scepter-zavandor,2004,Auction/Bidding|Set Collection|Variable Player Powers,Admin: Better Description Needed!|Zavandor,Economic|Fantasy,2326,7.02632,6.57163,2520,2,6,90,90,90,0|0|28,4|21|16,15|21|3,25|18|1,NA,0|0|0|0|0|0|1|1|1,0|1|8|2|0,0,3
749,492,aladdins-dragons,2000,Auction/Bidding|Set Collection|Worker Placement,Animals: Dragons|Characters: Aladdin,Arabian|Bluffing|Fantasy|Medieval,2880,6.93984,6.57142,3511,3,5,90,60,90,0|0|20,1|1|21,3|17|14,11|22|1,NA,0|0|0|0|0|2|3|0|0,0|4|7|1|0,0,2
750,2338,starship-catan,2001,Dice Rolling|Memory|Press Your Luck|Trading,Catan|Kosmos two-player series,Card Game|Exploration|Science Fiction|Space Exploration,3841,6.85379,6.5708,5908,2,2,60,60,60,0|2|22,27|1|0,NA,NA,NA,0|0|0|0|0|3|5|4|0,0|1|9|1|0,0,2
751,39684,merkator,2010,Pick-up and Deliver|Set Collection,Cities: Hamburg|Solitaire Games,Economic,2122,7.04614,6.56876,2763,1,4,90,45,90,2|15|8,15|18|1,7|22|1,15|14|5,0|0|12,0|0|0|0|0|0|4|4|0,1|6|9|0|0,0,2
752,138431,galaxy-defenders,2014,Co-operative Play|Dice Rolling|Grid Movement|Modular Board|Variable Player Powers,Aliens|Campaign Games|Crowdfunding: Kickstarter|Solitaire Games,Fighting|Miniatures|Science Fiction,1172,7.54343,6.56836,2435,1,5,120,120,120,5|22|4,6|21|2,19|11|0,13|15|2,NA,0|0|0|0|0|1|3|5|2,0|1|10|2|0,0,3
753,117985,star-trek-catan,2012,Dice Rolling|Hand Management|Modular Board|Route/Network Building|Trading,Catan|Star Trek,Movies / TV / Radio theme|Negotiation|Science Fiction,2274,7.07381,6.56499,5813,3,4,75,75,75,0|0|8,0|1|6,4|8|1,11|3|0,0|1|6,0|0|0|0|0|5|2|0|0,0|8|1|0|0,0,2
754,878,wyatt-earp,2001,Hand Management|Set Collection,Alea Small Box|Card Games: Draw and Discard Games|Gryphon Games bookshelf series|Mystery Rummy|Rummy Games,American West|Card Game,3561,6.86926,6.5648,4827,2,4,45,30,45,0|1|37,10|41|17,52|13|1,12|41|8,1|1|31,0|0|0|0|0|0|5|1|0,0|4|10|0|0,0,1
755,43443,castle-panic,2009,Campaign / Battle Card Driven|Chit-Pull System|Co-operative Play|Dice Rolling|Hand Management|Trading|Variable Player Powers,Castle Panic|Monsters|Solitaire Games|Tower Defense,Fantasy|Fighting|Medieval,10440,6.704,6.56377,16970,1,6,60,60,60,11|57|24,16|76|8,30|69|2,70|36|1,NA,0|1|3|18|49|31|6|1|0,0|43|7|1|0,0,1
756,19999,aton,2005,Area Control / Area Influence|Hand Management|Simultaneous Action Selection,Country: Egypt|Queen Small Box,Ancient,2966,6.89774,6.56338,3912,2,2,30,30,30,0|0|32,41|3|0,NA,NA,NA,0|0|0|0|0|2|4|6|0,19|1|0|0|0,0,2
757,123607,puzzle-strike-third-edition,2012,Deck / Pool Building|Hand Management|Variable Player Powers,Admin: Better Description Needed!|Fantasy Strike,Card Game|Fantasy|Video Game Theme,1380,7.36822,6.56333,1845,2,4,20,20,20,0|0|16,33|3|0,3|24|1,4|23|2,0|0|13,0|0|0|0|1|1|3|2|0,0|1|3|7|1,0,2
758,1231,bausack,1987,Auction/Bidding,3D Games,Action / Dexterity,3318,6.87986,6.56309,3977,2,8,45,15,45,0|5|22,3|21|6,8|21|2,27|6|0,NA,0|0|0|1|10|2|1|0|0,18|0|0|0|0,0,1
759,30658,rise-empires,2009,Area Control / Area Influence|Variable Phase Order|Worker Placement,"",Ancient|Civilization,1844,7.11755,6.56191,2698,2,5,180,180,180,0|2|24,0|13|26,8|24|11,27|15|2,NA,0|0|0|0|0|0|1|4|8,11|2|3|0|0,0,3
760,6205,europe-engulfed,2003,Action Point Allowance System|Area Movement|Dice Rolling|Secret Unit Deployment,Block wargames,Wargame|World War II,1209,7.53701,6.56185,2229,2,3,720,720,720,0|3|19,24|9|0,15|12|4,NA,NA,0|0|0|0|0|1|0|2|3,0|4|8|0|0,0,3
761,112,condottiere,1995,Area Control / Area Influence|Auction/Bidding|Hand Management,Admin: Better Description Needed!|Country: Italy|Fantasy Flight Silver Line Games,Bluffing|Card Game|Medieval|Negotiation,6378,6.74419,6.561,7386,2,6,45,45,45,0|0|69,0|13|85,12|52|33,57|39|3,NA,0|0|0|0|0|7|10|10|0,46|2|0|0|0,0,1
762,171879,kraftwagen,2015,Time Track,Automotive|Stronghold Games: The Great Designer Series,Economic|Industry / Manufacturing,1246,7.37018,6.56033,1800,2,4,75,75,75,0|0|13,3|12|5,7|15|1,15|8|0,0|0|10,0|0|0|0|0|0|0|2|1,8|0|0|0|0,0,2
763,22484,ingenious-travel-edition,2006,Hand Management|Pattern Building|Tile Placement,Ingenious|Kosmos two-player series,Abstract Strategy,1740,7.14074,6.55847,2424,2,2,30,30,30,0|6|10,19|2|0,NA,NA,NA,0|0|1|1|4|6|0|1|0,16|0|0|0|0,0,1
764,34194,aquaretto,2008,Set Collection|Tile Placement,Coloretto Series,Animals,2262,7.02623,6.55618,2758,2,5,45,45,45,0|0|24,2|21|10,11|27|2,25|14|1,NA,0|0|0|1|4|6|5|1|0,25|0|0|0|0,0,2
765,55697,power-struggle,2009,Area Control / Area Influence|Variable Player Powers,"",Humor|Negotiation,2048,7.04538,6.5547,3049,3,5,105,105,105,0|0|27,0|2|28,1|27|11,25|19|0,NA,0|0|0|0|0|0|0|9|1,0|7|19|1|0,0,3
766,22038,warrior-knights,2006,Area Movement|Auction/Bidding|Campaign / Battle Card Driven|Simultaneous Action Selection|Voting,4X games,Medieval|Negotiation|Political|Wargame,3460,6.87943,6.5544,5067,2,6,180,180,180,0|1|37,0|9|37,2|32|20,30|27|1,NA,0|0|0|0|0|0|0|5|14,0|0|4|21|4,0,3
767,179803,arcadia-quest-inferno,2017,Dice Rolling|Grid Movement|Modular Board|Variable Player Powers,Anime & Manga|Arcadia Quest|Crowdfunding: Kickstarter,Adventure|Fantasy|Fighting|Miniatures,620,8.48441,6.55278,3231,2,4,120,60,120,0|1|7,1|3|5,1|9|1,11|1|0,0|0|5,0|0|0|0|0|4|4|0|0,0|0|5|0|0,0,2
768,143405,sylvion,2015,Card Drafting|Co-operative Play|Grid Movement|Hand Management,Animals: Owls|Oniverse|Solitaire Games,Animals|Card Game|Environmental|Fantasy,1427,7.29044,6.55127,3833,1,2,30,30,30,23|7|0,5|18|3,NA,NA,NA,0|0|0|0|0|2|3|0|0,9|1|0|0|0,0,2
769,423,1856,1995,Auction/Bidding|Route/Network Building|Stock Holding|Tile Placement,18xx|Country: Canada,Economic|Trains,1056,7.48871,6.55099,1507,3,6,300,300,300,0|0|17,1|1|19,3|15|13,19|11|0,NA,0|0|0|0|0|0|0|2|5,6|2|1|0|0,0,4
770,16496,roma,2005,Action Point Allowance System|Card Drafting|Dice Rolling|Hand Management,Ancient Rome|Cities: Rome|Queen Small Box,Ancient|Card Game|Dice,4053,6.81641,6.55042,4909,2,2,45,45,45,0|0|26,35|5|0,NA,NA,NA,0|0|0|0|0|6|14|3|0,16|10|10|1|0,0,2
771,16986,ubongo,2003,Pattern Building|Set Collection,Kosmos native-art line|Polyominoes|Ubongo Series,Puzzle|Real-time,5500,6.75677,6.55029,5966,1,4,25,25,25,0|5|24,5|35|10,11|37|0,48|8|0,0|3|17,0|0|1|3|7|6|1|0|0,28|0|0|0|0,0,1
772,196,kremlin,1986,Secret Unit Deployment|Voting,Country: Russia|Country: Soviet Union|Crowdfunding: Kickstarter,Negotiation|Political,2478,6.98615,6.54941,3588,3,6,75,75,75,0|0|21,0|1|20,0|9|18,6|27|1,NA,0|0|0|0|0|0|2|5|2,1|8|6|5|0,0,2
773,24417,factory-fun,2006,Modular Board|Tile Placement,"",Industry / Manufacturing|Puzzle|Real-time,3198,6.8599,6.54916,3288,2,5,45,45,45,4|18|15,10|33|9,15|34|1,36|15|1,NA,1|0|0|0|0|3|7|3|2,24|1|0|0|0,0,2
774,92319,olympos,2011,Area Control / Area Influence|Area Movement|Set Collection|Time Track,Atlantis|Country: Greece|Ystari originals,Ancient|Civilization|Fighting|Mythology|Territory Building,2211,6.99605,6.54676,2733,2,5,75,75,75,0|1|22,2|22|19,14|30|2,34|13|0,NA,0|0|0|0|0|1|1|8|0,17|0|0|0|0,0,2
775,106662,power-grid-first-sparks,2011,Area Movement|Card Drafting|Modular Board|Route/Network Building,Power Grid,Animals|Economic|Prehistoric,2996,6.88246,6.54655,3740,2,6,60,60,60,0|1|19,3|8|21,5|20|5,22|10|1,NA,0|0|0|0|0|1|1|6|0,0|13|2|0|0,0,2
776,127024,room-25,2013,Action / Movement Programming|Co-operative Play|Grid Movement|Memory|Modular Board|Partnerships|Player Elimination|Simultaneous Action Selection,"",Bluffing|Deduction|Exploration|Horror|Maze|Negotiation|Science Fiction,3738,6.84407,6.54565,4914,1,6,30,30,30,1|11|25,2|16|19,5|18|15,19|18|3,NA,0|0|0|0|0|9|4|3|2,3|15|2|0|0,0,1
777,1897,starfarers-catan,1999,Trading,Admin: Better Description Needed!|Catan,Exploration|Negotiation|Science Fiction|Space Exploration,4413,6.81627,6.54471,5903,3,4,120,120,120,0|0|28,1|7|23,15|16|2,30|6|0,3|6|17,0|0|0|0|0|3|6|1|0,0|0|12|4|0,0,2
778,94362,rune-age,2011,Co-operative Play|Deck / Pool Building|Dice Rolling|Hand Management|Variable Player Powers,The Realms of Terrinoth,Card Game|Fantasy,3618,6.85896,6.54348,5431,1,4,60,60,60,4|37|8,23|31|4,19|31|3,30|19|5,1|1|35,0|0|0|0|0|0|4|15|2,0|0|16|3|0,0,2
779,826,cartagena,2000,Hand Management|Modular Board,Cartagena,Pirates|Racing,6579,6.71017,6.54331,7270,2,5,45,45,45,0|0|45,18|51|12,46|28|2,33|39|4,NA,0|0|0|5|12|14|3|0|0,40|0|0|0|0,0,1
780,142992,gravwell-escape-9th-dimension,2013,Action / Movement Programming|Card Drafting|Point to Point Movement|Simultaneous Action Selection,Mensa Select,Card Game|Racing|Science Fiction,2297,7.00427,6.54291,3266,1,4,35,20,35,0|4|17,2|19|4,22|11|0,21|13|1,1|0|15,0|0|0|1|1|7|6|1|0,9|0|0|0|0,0,1
781,67254,warmachine-prime-mk-ii,2010,Dice Rolling|Variable Player Powers,Warmachine,Fantasy|Miniatures|Wargame,773,7.92228,6.54172,1318,2,4,60,60,60,0|0|9,10|2|0,0|2|6,1|5|2,0|0|6,0|0|0|0|0|0|1|7|0,0|1|1|6|0,0,3
782,3072,necromunda,1995,Dice Rolling|Modular Board|Role Playing|Secret Unit Deployment|Variable Player Powers,"Cyberpunk|Games Workshop Specialist Games|Warhammer 40,000 Wargames",Fighting|Miniatures|Science Fiction|Wargame,1577,7.25858,6.54153,1789,2,4,30,30,30,0|0|10,15|1|0,1|7|4,3|7|2,1|8|2,0|0|0|0|0|0|2|4|2,0|2|4|3|0,0,3
783,40270,call-cthulhu-card-game,2008,Card Drafting|Hand Management,Call of Cthulhu: The Card Game (LCG)|CCGs (Collectible Card Games)|Cthulhu Mythos|Living Card Game,Card Game|Collectible Components|Fantasy|Horror|Novel-based,2667,6.97302,6.54117,4795,2,2,30,30,30,0|1|33,39|4|0,NA,NA,NA,0|0|0|0|0|0|1|8|15,0|0|2|23|2,0,2
784,63268,spot-it,2009,Pattern Recognition,Holidays: Halloween|Islands: Corsica|Shopkins|Sports: Baseball|Sports: Golf|Sports: NHL|Spot it!,Card Game|Children's Game|Educational|Party Game|Real-time|Sports,6192,6.74256,6.54109,10147,2,8,15,15,15,0|2|34,1|34|11,12|35|1,34|14|1,NA,2|6|16|11|6|0|1|0|0,25|2|0|0|0,0,1
785,9446,blue-moon,2004,Auction/Bidding|Hand Management|Variable Player Powers,Blue Moon Series|Kosmos two-player series,Card Game|Fantasy|Fighting,5024,6.75227,6.54097,6276,2,2,30,30,30,0|1|53,67|3|0,NA,NA,NA,0|0|0|0|1|2|9|7|0,0|0|6|22|7,0,2
786,38862,giants,2008,Auction/Bidding|Pick-up and Deliver|Route/Network Building|Worker Placement,Country: Chile|Tropical theme,Transportation,2127,7.01076,6.54027,2985,3,5,90,90,90,0|0|20,1|11|18,2|25|8,25|13|0,NA,0|0|0|1|0|1|1|6|1,17|0|0|0|0,0,2
787,166226,staufer-dynasty,2014,Area Control / Area Influence|Card Drafting|Modular Board|Pattern Building|Set Collection,Country: Holy Roman Empire,Medieval,1374,7.25121,6.54,1919,2,5,90,90,90,0|0|12,1|13|7,6|16|1,21|7|0,NA,0|0|0|0|0|0|3|5|1,9|0|0|0|0,0,3
788,26,age-renaissance,1996,Area Movement|Auction/Bidding,Cities: Genova|Cities: Naples|Cities: Venice,Civilization|Economic|Medieval|Renaissance,1953,7.10371,6.53976,2511,3,6,360,360,360,0|0|32,0|1|34,0|16|21,9|30|4,NA,0|0|0|0|0|1|1|3|5,0|0|4|11|0,0,3
789,101785,d-day-dice,2012,Co-operative Play|Dice Rolling|Simultaneous Action Selection,Country: France|Crowdfunding: Kickstarter|Games by the Game Artisans of Canada|RWB Series|Solitaire Games|Solitaire Wargames|Valley Games Tactics Line,Dice|Wargame|World War II,3018,6.87838,6.53972,4714,1,4,45,45,45,39|19|3,21|25|2,7|26|9,6|20|14,1|1|26,0|1|0|0|0|4|10|5|2,0|3|14|17|0,0,2
790,163413,murano,2014,Area Control / Area Influence|Pick-up and Deliver|Point to Point Movement|Tile Placement|Worker Placement,Cities: Venice|Country: Italy,City Building|Economic,1317,7.27854,6.53793,1734,2,4,75,60,75,0|0|18,9|18|4,10|20|1,15|14|2,0|0|13,0|0|0|0|0|0|3|1|0,0|2|9|2|0,0,2
791,15512,diamant,2005,Press Your Luck|Simultaneous Action Selection,Archaeology,Adventure|Bluffing,5156,6.74056,6.5373,4533,3,8,30,30,30,0|1|68,0|11|63,3|39|44,14|66|10,NA,0|0|6|12|10|7|0|0|0,42|0|0|0|0,0,1
792,204305,sherlock-holmes-consulting-detective-jack-ripper-w,2017,Co-operative Play,Characters: Jack the Ripper|Characters: Sherlock Holmes|Cities: London|Country: England|Mystery Novels|Solitaire Games,Deduction|Murder/Mystery|Novel-based|Post-Napoleonic|Puzzle|Spies/Secret Agents,609,8.30677,6.53575,3080,1,8,120,60,120,2|8|0,11|0|0,3|4|1,2|3|1,NA,0|0|0|0|0|0|2|0|1,0|0|0|0|1,0,2
793,6411,blokus-3d,2003,Area Enclosure|Hand Management|Tile Placement,3D Games|Blokus Series|Mensa Select,Abstract Strategy|Territory Building,3449,6.83054,6.53527,4235,2,4,20,15,20,0|4|34,13|27|5,14|32|1,28|16|3,3|0|32,0|1|2|3|7|4|0|0|0,24|0|0|0|0,0,1
794,41916,magic-labyrinth,2009,Dice Rolling|Grid Movement|Memory|Roll / Spin and Move|Route/Network Building,"",Children's Game|Fantasy|Maze|Memory,2927,6.9055,6.535,4696,2,4,15,15,15,0|3|12,8|16|0,13|10|1,18|4|1,0|0|16,0|7|15|4|2|2|1|0|0,17|0|0|0|0,0,1
795,9220,saboteur,2004,Hand Management|Partnerships|Route/Network Building|Take That,Mining|Saboteur,Bluffing|Card Game|Exploration|Party Game,16820,6.63501,6.53443,24300,3,10,30,30,30,0|1|142,0|0|143,3|25|139,8|67|106,NA,0|0|0|0|12|38|10|1|0,90|3|0|1|0,0,1
